"id","condition","Yaw","Pitch","Roll","AvgVelocity","AvgAccel","PathLengthDifference","RangeX","RangeY","RangeZ","TimeElapsed"
"P13","E",95.02018903,-0.251855225,107.174547,2.409824675,32.52721176,0.110262866,0.279994577,0.039963523,0.351046063,2.56423068
"P13","F",94.36617438,0.260161966,96.15461764,2.260940513,22.87916868,0.155182885,0.300694083,0.054317825,0.38017533,5.329246759
"P13","G",94.35436248,1.353763102,102.0252938,2.436029653,23.39049228,0.043339647,0.296633447,0.047364669,0.328740465,3.121675253
"P13","H",93.1859825,0.545209981,100.187431,2.091264725,22.73171088,0.013764035,0.278821201,0.057748943,0.372377362,2.637196302
"P14","A",97.71314636,-0.069176435,68.70440561,2.011410368,49.86757245,1.230933636,0.357159239,0.117639652,0.622478945,6.657679796
"P14","B",92.78218673,0.094993123,89.46122662,0.113996129,1.875845492,0.06222638,0.205537491,0.037277024,0.231586078,2.941674471
"P14","C",91.94467404,0.107376863,95.14644656,0.451829861,6.029309519,0.036912726,0.268139968,0.061828939,0.307537154,3.169239998
"P14","D",93.90764522,0.005097227,96.79082154,0.740966425,10.90969394,0.438823653,0.289488793,0.194048948,0.320540556,3.997309208
"P14","E",97.89674245,4.565834454,75.56189732,2.737626118,34.66624064,1.07626325,0.330510101,0.235044035,0.346115762,5.875228167
"P14","F",93.62136142,0.003555457,76.42441601,0.560250927,6.752634066,0.699111952,0.313011333,0.074083901,0.342213639,4.430553198
"P14","G",91.11769381,-1.567093795,96.99036771,0.457781428,4.067862349,0.456255962,0.312080574,0.139259522,0.299431899,5.226182699
"P14","H",93.21798297,0.006108078,92.68107455,2.960217616,38.06155626,0.448999019,0.340001741,0.098141373,0.337128726,2.651345968
"P15","A",93.83873788,4.978391067,88.19437786,4.44635407,112.6524037,0.205660778,0.415304201,0.040598148,0.334702392,2.646283865
"P15","B",95.15897388,1.795596241,100.6953044,3.330261662,42.43744145,0.036124796,0.302385402,0.047727812,0.341291896,2.820865631
"P15","C",93.27833365,0.393512423,114.9216871,0.669326898,9.342886969,0.02473635,0.309869201,0.049759949,0.326883523,3.453411579
"P15","D",84.22219844,-12.02023173,128.9283207,3.818930467,132.3099509,0.228304046,0.291519034,0.054499336,0.396670851,5.116332531
"P15","E",113.1538693,8.923114192,94.49630351,2.52180845,97.4229696,0.418381227,0.328628254,0.192877991,0.378898274,7.055471182
"P15","F",98.12486152,2.445426602,96.62353867,1.080325728,16.12374897,0.055566695,0.28005689,0.027036808,0.243504351,3.751006365
"P15","G",93.64024226,1.655969254,103.0477925,2.609791418,30.36414011,0.019583022,0.279137324,0.024402078,0.351907751,4.127643347
"P15","H",95.75800323,2.845069666,106.3436611,3.449576538,87.74662112,1.830470178,0.393768877,0.301680166,0.367047486,9.990263939
"P16","A",91.40235407,0.680902722,90.79733644,0.92020934,13.06049714,0.170320339,0.386471397,0.017173791,0.32678317,1.52913332
"P16","B",92.81226034,0.005886649,102.4282685,0.72694034,9.511932326,0.297389991,0.286977831,0.055484135,0.281187796,6.306174517
"P16","C",96.36142484,1.185587855,107.4692846,1.67030247,23.44713326,0.463138882,0.351725106,0.097024546,0.417977183,3.233930349
"P16","D",96.6903442,2.318046873,93.25609736,0.26162793,4.578416215,0.586704116,0.33625373,0.111170458,0.368071489,8.539865971
"P16","E",86.45589615,-2.512178654,86.9246648,1.418548938,11.40082313,2.536287616,0.387781462,0.571901015,0.721376027,5.107853174
"P16","F",92.53312959,1.16787279,93.71577467,0.590679398,9.417858314,0.830405522,0.321900836,0.023859998,0.327188371,6.417098284
"P16","G",90.70054116,0.004005551,92.78158964,0.237010098,1.600928186,0.12417269,0.344174519,0.026957813,0.306130187,3.455954552
"P16","H",93.0026462,0.705794435,84.66632467,0.9261216,13.02586679,0.515637594,0.371177103,0.072953868,0.368306349,2.913664341
"P17","A",93.91238432,1.64759646,100.5054498,0.280254117,2.77975161,0.131838001,0.398454335,0.058488019,0.359416537,4.316717386
"P17","B",84.46605396,0.377039504,109.3404019,0.211470202,1.261697859,0.177780778,0.305955944,0.105536169,0.145337542,4.596776485
"P17","C",93.23430898,0.315808247,107.4747441,0.389824708,6.142877866,0.058932358,0.380625951,0.055570222,0.346701787,4.655636549
"P17","D",98.76614704,0.633057622,81.36414595,0.136973653,1.260595733,0.042307917,0.142255191,0.040675444,0.456447577,4.125006914
"P17","E",99.4281923,0.98408959,76.26118996,0.662000944,3.973261247,0.919577784,0.418751025,0.416171872,0.618281743,3.885015488
"P17","F",89.85077058,0.006201685,64.6530369,0.501277699,3.485167719,1.234726724,0.37862698,0.018845897,0.725086311,10.99817109
"P17","G",92.92124935,0.314075751,96.89919909,0.190706683,1.423846785,0.228239013,0.374643489,0.068713429,0.409284779,4.584965706
"P17","H",85.27596758,1.810447504,84.49485049,0.440320872,2.294268346,0.573734877,0.389980772,0.542208194,0.306731556,3.846533298
"P18","A",93.18121951,-0.001460004,90.8611795,0.386823752,2.930445879,0.176532663,0.364905111,0.067760813,0.331664697,3.161267281
"P18","B",90.84248934,-0.117535746,105.5697992,0.2284177,4.236622739,0.018998344,0.278210817,0.045935377,0.296022947,4.366174221
"P18","C",92.7935518,-0.276451768,118.9379283,0.30738186,1.836221258,0.037872991,0.270705378,0.055504303,0.323814914,2.672816515
"P18","D",84.96593828,-7.264462382,132.3230029,1.178824336,15.02525257,1.268226352,0.36212754,0.616769332,0.363940493,9.165083885
"P18","E",83.20842219,-12.30969715,130.5281663,1.30313376,17.81643418,1.187873098,0.310978589,0.23582212,0.381897288,9.020424366
"P18","F",89.03198385,-2.754491497,122.5735232,0.27068038,2.835956426,0.123789308,0.306028703,0.045901344,0.325391176,5.578918934
"P18","G",91.07398862,-0.029167909,95.92346399,0.188681146,2.049186411,0.052151286,0.220473371,0.054349644,0.387568098,4.86374712
"P18","H",84.67359399,-9.293310906,133.4746116,1.210627694,12.90977403,0.078150368,0.289036298,0.07124308,0.30622918,4.082136631
"P19","A",92.6961532,-0.00684957,106.6191649,0.493111161,1.597853216,0.028275612,0.276738776,0.048899003,0.092902556,1.195785999
"P19","B",91.73555933,-0.007398299,95.59561952,0.031288767,1.058550898,0.06382377,0.212871188,0.050530874,0.193954571,8.852675438
"P19","C",92.38665529,-0.22147371,115.1425762,1.182192743,13.4890131,0.028345654,0.310666747,0.047526345,0.360093047,3.722157001
"P19","D",92.77397298,-18.5193089,97.22775187,2.579092659,59.17617244,1.041165304,0.363903993,0.104323296,0.730515431,10.77713895
"P19","E",87.97292972,2.450829745,82.71688163,0.711224577,2.784629682,2.753349619,0.390710218,0.422249887,0.67706903,8.962575436
"P19","F",92.11822191,0.014484588,93.83778546,0.958610739,11.32718011,0.261309582,0.337745497,0.029630734,0.33917163,10.43743491
"P19","G",91.86263029,-0.00728726,89.08129063,0.108948855,2.976733619,0.106449578,0.278557601,0.040793203,0.236047998,12.99920273
"P19","H",92.79874278,3.23875349,97.4968994,3.519877409,83.76565836,0.087056387,0.295157319,0.03538881,0.323100504,2.914110661
"P20","A",92.65308367,2.174275534,79.72043348,2.06653367,30.3626422,0.236619582,0.391232568,0.05861491,0.337132817,2.658065081
"P20","B",92.03705489,0.188995615,122.2972411,1.10493914,14.62475064,0.166858362,0.33884028,0.041401543,0.328844667,6.775165319
"P20","C",91.70154333,0.104489653,105.6219919,2.243232996,24.16822359,0.203878746,0.346155224,0.039526719,0.388601344,3.847250462
"P20","D",93.55791187,-2.134086978,109.3110189,1.914915227,21.16197486,0.607905581,0.374983572,0.072127933,0.556274839,5.240020275
"P20","E",91.82216527,-0.179351852,94.33546607,1.689044733,19.05223825,1.005852478,0.302842147,0.50096308,0.378884836,7.164355993
"P20","F",96.50011033,-0.159097987,105.430564,1.31279798,9.643866874,0.314751938,0.257175143,0.073077932,0.374669875,5.765602112
"P20","G",93.10892311,0.255163419,97.33599047,0.634200639,10.95239419,0.032452975,0.298878801,0.027147883,0.315042793,5.244553328
"P20","H",92.99045982,-0.599252226,114.4904987,1.817611256,30.32981455,0.063809219,0.312042123,0.055056477,0.311809211,2.367962122
"P21","D",90.5319903,-3.097326639,89.99681942,0.34520541,5.984295562,0.369858561,0.313341426,0.09839975,0.332801184,10.89354968
"P21","E",93.06849546,-1.124748362,87.95546112,0.25029227,3.668250171,0.307308818,0.173415592,0.063495304,0.188999836,5.872766972
"P21","F",92.83561692,0.006195267,88.04224577,0.073432411,1.045977421,0.092293106,0.291918858,0.057762105,0.298602221,6.467824936
"P21","H",92.09470253,0.007522305,90.13135192,0.120185438,2.153991414,0.062342994,0.303850072,0.05056528,0.296512355,4.441579819
"P22","A",92.16053228,0.799766985,93.32856477,1.534784159,21.94697605,0.226324806,0.300185553,0.030525015,0.421179926,3.222607136
"P22","B",89.63975731,0.12459607,85.36938076,0.296179961,5.207771432,0.032187309,0.272230472,0.016922081,0.301299549,4.080248117
"P22","C",93.05567159,0.277042586,96.44674207,0.50129444,8.233481952,0.801332162,0.305570573,0.053276907,0.333990861,4.036596298
"P22","D",46.77436862,-28.42981786,125.6552793,2.78463617,52.28993716,0.785238722,0.307021664,0.43494875,0.36609482,5.625397921
"P22","E",100.5216013,0.333743203,84.13146828,0.603758515,8.864842546,0.73665028,0.340998268,0.233111451,0.439154816,5.045083284
"P22","F",94.36993457,0.227030142,90.16378852,1.022439304,12.28448123,0.403481628,0.31028154,0.068274031,0.300056239,4.556233168
"P22","G",91.21559561,0.484065985,105.0705414,0.729433412,11.46257643,0.686763662,0.373081261,0.045701736,0.388397922,6.913102388
"P22","H",93.38928041,0.92245367,114.9827364,1.136516404,13.00874686,1.115366152,0.419179537,0.038008845,0.385729901,6.056517839
"P23","A",89.74577033,-0.030275378,98.61933092,0.289976668,3.837476722,0.112120715,0.347695179,0.008640415,0.37333052,4.56520319
"P23","B",89.6772827,0.002513615,97.46404198,0.241953583,4.193546932,0.068338719,0.255899779,0.012763505,0.245816851,5.41348505
"P23","C",89.36554093,0.001955268,100.4396416,0.355933433,5.71600777,0.068791092,0.268064084,0.014546745,0.379310545,4.868844986
"P23","D",94.17700023,3.381561542,95.68201901,0.47313093,7.514303487,0.365675074,0.329153796,0.200493867,0.377625236,11.10206056
"P23","E",88.79664102,0.046794282,93.57694628,0.441921588,5.043579943,1.116298047,0.32216581,0.366927809,0.374138648,9.9355371
"P23","F",89.26880206,0.150028591,91.47255752,0.148513673,2.684712268,0.142990715,0.275111089,0.013899824,0.369242678,7.875137091
"P23","G",82.84128558,0.002206369,97.1373523,0.258384745,3.984599217,0.26437266,0.27230779,0.141162669,0.356778162,8.385607481
"P23","H",89.99326319,0.001447113,99.62243576,0.597562302,8.830714515,0.049036846,0.255164013,2.85e-05,0.375153052,3.080022812
"P24","A",91.00009301,-0.295011663,90.27520107,1.906675216,70.55962469,0.392271103,0.371031852,0.074527938,0.327980208,6.364259958
"P24","B",91.81759183,0.299620693,120.6171522,2.319770683,26.30876124,0.061331825,0.262092565,0.034959893,0.303494241,3.894692898
"P24","C",90.61074513,0.130708267,99.13359327,2.434645289,26.80589524,0.067773743,0.345220943,0.019276786,0.363634702,2.179163694
"P24","D",93.96537156,-11.16583123,97.86218544,3.405113192,93.63889438,0.886828758,0.41539629,0.446177431,0.377195532,5.305562019
"P24","E",97.34368599,-7.401503027,94.56532055,2.963300873,68.17538246,3.441715814,0.524578325,0.599910536,0.672407847,9.47305584
"P24","F",92.67675177,-0.621593648,95.76135297,1.811006013,16.19681816,0.180722473,0.317845344,0.022285121,0.362314862,6.271368027
"P24","G",90.75565038,0.456760151,100.8170129,1.546352755,19.04986788,0.048738425,0.296506186,0.028823079,0.319478083,4.197037458
"P24","H",84.11526045,-4.331031651,106.8715793,1.952257417,39.97122778,0.966541819,0.399786779,0.163677101,0.514492964,7.309008598
"P25","A",91.78358125,0.293252647,93.21015125,0.90175714,13.90867969,0.094815123,0.387645559,0.033312997,0.323246322,2.031748056
"P25","B",93.17615327,0.399291634,109.838483,1.041442354,21.83843068,0.23377731,0.29445924,0.041366933,0.380813288,5.328083277
"P25","C",93.13301123,0.152694961,98.4175463,0.403570685,5.930142312,0.026582265,0.293095697,0.046284036,0.342420471,2.476014853
"P25","D",91.73240122,8.260775764,116.5004471,1.780053566,21.34260321,0.180909693,0.277369481,0.098623565,0.339727609,3.386697292
"P25","E",87.37326426,-1.389458058,124.121487,2.963148201,39.55874303,0.374831252,0.313654722,0.1667999,0.325371021,4.322594166
"P25","F",92.01900183,0.127127437,93.26870807,0.863849015,13.00714449,0.040905718,0.271222292,0.039185114,0.334565222,4.227174282
"P25","G",91.45278349,0.291834594,112.0013875,0.459841582,6.352638597,0.128799795,0.297672843,0.023370454,0.344081972,5.759992599
"P25","H",90.71918709,1.225307517,122.8826449,1.501265739,20.84339821,0.088431968,0.316084235,0.041321205,0.340270019,3.465269327
"P26","A",90.55184649,0.002832143,116.0628314,1.147377567,12.75005368,0.320903805,0.359510744,0.018004056,0.407249549,5.873069525
"P26","B",89.49786818,0.00102663,103.6605042,0.227673414,3.534180395,0.14018576,0.270708801,0.009292662,0.257987154,8.868609428
"P26","C",91.77763386,0.003322667,112.2251966,0.886190042,12.75859577,0.08910264,0.347828492,0.035387568,0.326248698,3.596786499
"P26","D",60.17215223,-10.2872013,108.9311787,1.886904381,22.18858005,2.367160949,0.466454014,0.459425092,0.45312408,29.20131087
"P26","E",76.92457194,-13.56789489,113.0782062,1.539124416,18.40338983,0.726073484,0.350703046,0.361601935,0.316583295,13.31117511
"P26","F",89.99079079,0.003500224,108.8850006,0.170132012,0.395274117,0.70051883,0.385143217,6.02e-05,0.387416107,13.67274141
"P26","G",89.76109548,0.005476162,123.7327592,0.368019466,4.396257026,0.192309253,0.360977614,0.010471874,0.328318195,6.885729551
"P26","H",88.96750813,-0.368854378,107.0604315,1.909108955,41.11020058,0.456707887,0.397202693,0.098199903,0.392773549,2.957719326
"P27","A",91.35084928,1.467952381,86.21625298,1.447232725,20.19867468,0.581532721,0.387648337,0.0250273,0.409545784,7.497225285
"P27","B",89.70300311,0.211992701,94.09576354,0.145614032,2.973903063,0.107400714,0.290058431,0.009176232,0.294073535,6.288664103
"P27","C",89.90197813,0.066259028,107.8121368,1.464374456,14.3582447,0.044823794,0.293302052,0.009025629,0.320531876,4.354746342
"P27","D",91.82123184,-8.612922809,118.879426,1.301440224,15.61708819,0.950453851,0.365675599,0.06639775,0.740192508,11.70031977
"P27","E",79.52275949,-23.67694586,102.3118856,3.180346778,41.20906913,2.347703431,0.319168916,0.638699637,0.679345636,9.447983742
"P27","F",27.84989699,-41.47619529,-29.29133442,1.530829975,14.08350181,0.732987598,0.302682032,0.04925339,0.650690542,10.39679384
"P27","G",89.70843291,-0.425477362,108.8004895,0.268291791,5.113475191,0.179611704,0.277226442,0.009136416,0.366888054,8.582798243
"P27","H",90.50615411,-3.450749893,122.1658187,3.342154586,74.46386419,1.178979149,0.290100889,0.454474618,0.363935138,5.771688938
"P28","A",89.46727238,0.637845352,126.0629795,2.644857744,34.07957739,0.08552437,0.337301665,0.023202312,0.331805232,3.361457825
"P28","B",88.28263991,-1.52824766,96.27603425,0.52824842,7.215877203,0.201990841,0.377374373,0.017859236,0.293455447,4.645219088
"P28","C",90.39991553,-0.114727267,117.052173,0.54172409,9.602245039,0.010106664,0.269178908,0.012244639,0.331175717,3.307669401
"P28","D",41.03147348,-45.44054208,87.8358923,1.427983728,15.63680624,1.097075677,0.471741755,0.437028196,0.387854162,7.734876871
"P28","E",84.2045677,-6.726924427,119.8665257,0.818199473,9.90237018,2.334741235,0.365056581,0.500805857,0.382743008,9.859050512
"P28","F",89.00080267,-3.636811625,139.6295334,1.78862488,18.15221462,0.56567853,0.320048862,0.020663424,0.527907975,6.660697937
"P28","G",86.793858,-2.658124055,110.6999523,0.257017787,4.328685971,0.106766614,0.327642818,0.024068581,0.324068287,5.4754529
"P28","H",90.03318336,-0.536885844,129.0992672,1.77233413,17.5790416,0.109318265,0.323087907,0.02228943,0.36048768,2.972788811
"P29","A",81.23451952,0.067559699,64.96604073,0.809984468,9.260237134,0.332915151,0.380153485,0.16924854,0.402404203,6.409816504
"P29","B",82.40798839,0.446863424,92.77996441,0.299212788,5.335592493,0.130632023,0.328887158,0.134391259,0.360108834,8.843194246
"P29","C",88.77784949,0.001465999,97.82201562,0.439362358,7.426241011,0.116431677,0.268382829,0.026261931,0.366063071,6.425683498
"P29","D",93.1054754,1.736232443,90.69176758,0.654087939,9.687868215,0.532837692,0.275764055,0.256475252,0.362057042,12.74642134
"P29","E",90.11525951,0.018237035,111.9224253,0.31335001,3.246973229,0.722286702,0.365921664,0.037454853,0.381463875,13.73407078
"P29","F",89.92033047,-0.001694483,72.29845537,0.524567234,5.631555034,0.550562593,0.50771559,0.015794728,0.317726245,15.71796107
"P29","G",89.23434858,0.00063023,99.12360011,0.157331446,2.165702766,0.203786742,0.264279033,0.024827635,0.371579292,11.44207096
"P29","H",89.33332928,-0.000186769,95.85423517,0.638133083,9.864592772,0.138794975,0.303445795,0.03091482,0.367150057,4.169175386
"P2","A",92.41964894,0.012494232,85.89397998,3.541723263,51.25420127,0.125094239,0.251226229,0.047412156,0.061336218,1.215321064
"P2","B",90.53571246,0.009395386,91.0568379,0.279755961,5.349569232,0.013079155,0.281303236,0.00761519,0.051347179,4.517155647
"P2","C",90.99256405,-0.09850273,87.23487647,0.186484821,4.086523755,0.008462132,0.343111723,0.022574901,0.03952059,2.838988781
"P2","D",94.1511345,-6.293689638,81.79877156,2.915067495,75.48314132,0.45449038,0.326997971,0.232375395,0.086119965,6.466398001
"P2","E",106.2021498,2.655819282,86.60321038,4.053970626,59.99233854,0.202492722,0.331387922,0.160699182,0.1137957,5.192450047
"P2","F",90.52175018,-0.032274005,89.53521913,1.591466181,18.41307652,0.082069808,0.323401351,0.009624484,0.227548761,4.200867653
"P2","G",91.06477106,1.546797547,86.22428306,1.477630508,32.54961778,0.13060491,0.336404019,0.048296406,0.05653212,7.80042243
"P2","H",93.64602288,-0.433642183,82.00845159,1.884178481,35.7873921,0.464723846,0.367958486,0.318777637,0.063008721,4.732845545
"P30","A",90.24050213,0.286440303,95.63175923,1.114526965,16.51523251,0.249900106,0.375392798,0.020406571,0.373523783,4.316014528
"P30","B",89.47443295,0.0013038,105.0580556,0.819386653,10.29510975,0.167265604,0.277574352,0.013193268,0.372973445,5.66017127
"P30","C",90.00098762,-0.000468885,100.084513,0.788782687,10.44655401,0.040816104,0.306284766,4.06e-05,0.365277339,3.791661739
"P30","D",85.99799209,-0.461032127,104.1256224,1.2888468,16.73733973,0.215173689,0.350299633,0.092678408,0.373863587,10.4644599
"P30","E",92.69358847,2.178304997,95.83840907,2.615339407,34.83346062,0.89390792,0.33345982,0.209564942,0.393702631,8.421699524
"P30","F",89.76019219,-7.11e-05,101.4499669,0.793091361,12.75316102,0.156518063,0.287664638,0.012804705,0.374119458,4.747181177
"P30","G",89.25427836,0.00157063,109.1514459,0.335308496,6.531707848,0.152036936,0.345140823,0.025145303,0.147760119,6.749697447
"P30","H",85.4178739,-0.000958463,95.47776078,0.675925682,8.686857771,0.258108166,0.355108793,0.166148361,0.336443337,3.741933346
"P31","A",90.11757709,-0.006551435,85.99429128,0.429126419,1.527847261,0.67466305,0.382749708,0.023956512,0.326169802,5.045120716
"P31","B",89.63172088,0.226399777,78.40853857,0.135117488,1.127132118,0.682636794,0.310753018,0.024896601,0.41655444,14.86819458
"P31","C",89.79470328,-0.006217114,100.8842284,0.234743748,0.82728839,0.123470296,0.320034623,0.007202704,0.303888982,3.961051226
"P31","D",88.40659784,2.126884057,93.94706641,0.205655876,2.112732805,0.719357907,0.282081755,0.217534578,0.41466813,19.47519922
"P31","E",88.32309944,0.236952679,82.51049596,0.647440591,5.026729336,3.788922756,0.38840535,0.898013568,0.533306854,17.28644848
"P31","F",89.99678651,-0.005955235,99.91764457,0.089617251,1.211377278,0.304953322,0.312407455,5.22e-05,0.304699227,26.50812149
"P31","G",95.40599786,0.610362705,95.63276316,0.233042147,0.94662688,1.668439028,0.401827625,0.654707463,0.326365983,15.01335144
"P31","H",87.84281875,-0.005985669,99.72926373,0.46222961,3.072522454,2.120520919,0.450501522,0.60802395,0.379334639,12.0092783
"P3","A",88.65817716,0.001758736,74.92935515,2.276503016,32.09758084,0.03261528,0.305690566,0.027012953,0.043321565,1.678063869
"P3","B",89.48426571,-0.009260675,89.09497033,0.691824262,7.762301431,0.049886436,0.339447747,0.015523854,0.197269591,8.149719954
"P3","C",90.02218749,-0.007929419,99.99214287,0.28830202,4.863454155,0.024086829,0.314078398,0.002146747,0.347555741,3.332084179
"P3","D",93.96308778,-2.584209652,73.42246191,2.516026142,33.8014294,2.282165061,0.36893188,0.666232764,0.652317059,5.222016096
"P3","E",94.45445831,-1.687670208,73.47386258,2.401138496,27.58059945,4.682718969,0.390622548,0.676442435,0.818558134,7.70599556
"P3","F",99.79015876,4.295401736,102.7160776,0.873457051,13.71906229,0.679249143,0.240956412,0.182264895,0.273322815,5.03436923
"P3","G",116.2437379,1.932138011,74.61633783,0.467674397,5.870993971,0.887846542,0.519861928,0.297792519,0.552229169,8.870667219
"P3","H",92.56532436,0.73806543,82.27754376,1.035021177,12.11492749,1.367983952,0.453067023,0.621837732,0.213323362,4.633788109
"P4","B",91.42978529,-0.00139027,108.5817838,0.27099239,4.374425919,0.761875708,0.292976502,0.038361932,0.378242885,13.96394372
"P4","C",93.74488654,-0.001190365,99.64221076,0.289867238,3.694809148,0.02029102,0.254219532,0.055157601,0.23506774,3.849364758
"P4","D",90.38432239,-0.000717593,114.4365032,0.356016092,1.795408284,0.135099745,0.268366729,0.011630682,0.175910742,2.525736094
"P4","E",83.34926125,-0.001153588,108.2949384,0.389737919,4.147349722,0.592387971,0.291256236,0.305320127,0.377904853,8.020633698
"P4","F",94.3457509,-0.001659136,90.69473528,0.707306843,9.815877162,0.221243259,0.271842544,0.073515949,0.365619352,10.18918347
"P4","G",95.52952666,-0.060779223,114.1965098,1.21699697,18.08977407,0.776794192,0.413154036,0.150438763,0.525527715,10.35797763
"P4","H",92.89815117,-0.001738682,104.2593201,1.523187887,25.44459856,0.515837276,0.233883316,0.049648034,0.516544435,5.18379879
"P5","A",92.85904231,0.007440557,99.97571241,0.523729461,5.770797471,0.255668075,0.381313287,0.086125866,0.377527703,3.215250731
"P5","C",93.24610911,0.007450683,97.68542901,0.195393179,3.129337027,0.017404439,0.273082004,0.064704094,0.325122358,2.763525724
"P5","D",91.2481885,0.006850481,120.7339815,1.574058855,29.94484109,0.321548856,0.350206692,0.056488775,0.387071006,3.361158848
"P5","E",112.0934345,-0.003257154,87.2377978,0.399441365,3.745659506,0.896149535,0.322622402,0.375938465,0.630604375,8.198675632
"P5","F",109.9605401,0.009192157,94.42025203,0.34208757,2.267817765,0.387914524,0.28935504,0.357611566,0.363084039,3.836488485
"P5","G",95.37519772,-0.004394977,93.64112421,0.194796296,2.941170692,0.035104713,0.281705893,0.087921502,0.294696035,3.635298014
"P6","C",91.15551585,-0.001935925,87.56465078,0.518985902,8.731186485,0.067135659,0.305719193,0.028705279,0.315109216,3.253656626
"P6","D",98.08237732,18.36399182,97.36094773,2.764239144,87.08666849,0.707076316,0.365530869,0.368156842,0.370073003,5.848820448
"P6","G",90.25217253,-0.005081886,97.10877827,0.975971514,10.83935918,0.144951347,0.375024457,0.015015421,0.327187346,5.271612406
"P7","A",93.37102365,0.179892945,96.75503531,1.854812131,25.21802417,0.111109373,0.343642982,0.048309356,0.364500853,3.468547344
"P7","B",91.44319534,-0.001725239,99.99440224,0.656997816,8.192074274,0.011788937,0.287369215,0.037069368,0.350072857,3.566918135
"P7","C",95.95306068,1.185709443,119.0082504,1.052789086,13.56334454,0.016925421,0.279684273,0.073704514,0.336375469,2.243033886
"P7","D",105.194896,8.917515429,104.7487522,0.65549915,8.816296562,0.928839282,0.323182427,0.107833014,0.384003348,11.22141933
